Date,Mortagage Value
1986-03-31,6.892895015906684
1986-04-30,5.408271474019085
1986-05-31,7.529162248144231
1986-06-30,13.255567338282079
1986-07-31,11.452810180275717
1986-08-31,8.165429480381755
1986-09-30,6.150583244962885
1986-10-31,5.726405090137868
1986-11-30,2.8632025450689245
1986-12-31,-1.2725344644750713
1987-01-31,-2.439024390243907
1987-02-28,-3.7115588547189784
1987-03-31,-4.135737009544014
1987-04-30,4.241781548250269
1987-05-31,12.407211028632025
1987-06-30,11.77094379639448
1987-07-31,9.01378579003181
1987-08-31,9.5440084835631
1987-09-30,15.482502651113478
1987-10-31,19.406150583244962
1987-11-30,12.937433722163316
1987-12-31,12.937433722163316
1988-01-31,10.604453870625663
1988-02-29,4.878048780487814
1988-03-31,5.302226935312832
1988-04-30,8.165429480381755
1988-05-31,10.922587486744446
1988-06-30,10.922587486744446
1988-07-31,10.604453870625663
1988-08-31,12.407211028632025
1988-09-30,11.134676564156953
1988-10-31,9.225874867444338
1988-11-30,8.907741251325556
1988-12-31,12.51325556733828
1989-01-31,13.785790031813368
1989-02-28,12.937433722163316
1989-03-31,16.967126193001057
1989-04-30,17.179215270413582
1989-05-31,14.209968186638386
1989-06-30,8.165429480381755
1989-07-31,4.77200424178156
1989-08-31,5.938494167550377
1989-09-30,7.4231177094379746
1989-10-31,5.514316012725341
1989-11-30,3.6055143160127243
1989-12-31,3.287380699893961
1990-01-31,4.984093319194068
1990-02-28,8.165429480381755
1990-03-31,8.907741251325556
1990-04-30,9.968186638388119
1990-05-31,11.134676564156953
1990-06-30,7.741251325556739
1990-07-31,6.468716861081648
1990-08-31,7.104984093319193
1990-09-30,7.953340402969247
1990-10-31,7.953340402969247
1990-11-30,6.150583244962885
1990-12-31,2.545068928950162
1991-01-31,2.2269353128313982
1991-02-28,-0.6362672322375451
1991-03-31,0.7423117709437994
1991-04-30,0.6362672322375451
1991-05-31,0.42417815482503635
1991-06-30,2.014846235418871
1991-07-31,1.5906680805938531
1991-08-31,-2.014846235418871
1991-09-30,-4.453870625662778
1991-10-31,-6.044538706256631
1991-11-30,-7.635206786850465
1991-12-31,-9.862142099681865
1992-01-31,-10.604453870625663
1992-02-29,-7.104984093319193
1992-03-31,-5.196182396606577
1992-04-30,-6.150583244962885
1992-05-31,-8.059384941675502
1992-06-30,-9.75609756097561
1992-07-31,-13.785790031813349
1992-08-31,-15.376458112407205
1992-09-30,-16.01272534464475
1992-10-31,-14.209968186638386
1992-11-30,-11.876988335100734
1992-12-31,-12.831389183457043
1993-01-31,-14.952279957582187
1993-02-28,-18.55779427359491
1993-03-31,-20.466595970307527
1993-04-30,-20.784729586426298
1993-05-31,-20.784729586426298
1993-06-30,-21.31495227995758
1993-07-31,-23.541887592788967
1993-08-31,-24.602332979851532
1993-09-30,-26.617179215270415
1993-10-31,-27.571580063626723
1993-11-30,-24.07211028632025
1993-12-31,-23.966065747613996
1994-01-31,-25.13255567338282
1994-02-28,-24.178154825026503
1994-03-31,-18.55779427359491
1994-04-30,-11.77094379639448
1994-05-31,-8.801696712619302
1994-06-30,-10.922587486744426
1994-07-31,-8.695652173913047
1994-08-31,-9.75609756097561
1994-09-30,-8.377518557794266
1994-10-31,-5.302226935312832
1994-11-30,-2.7571580063626704
1994-12-31,-2.439024390243907
1995-01-31,-2.969247083775179
1995-02-28,-6.362672322375394
1995-03-31,-10.286320254506881
1995-04-30,-11.77094379639448
1995-05-31,-15.588547189819721
1995-06-30,-19.72428419936373
1995-07-31,-19.3001060445387
1995-08-31,-16.648992576882286
1995-09-30,-18.981972428419937
1995-10-31,-20.678685047720037
1995-11-30,-21.73913043478261
1995-12-31,-23.647932131495224
1996-01-31,-25.45068928950159
1996-02-29,-24.920466595970307
1996-03-31,-19.194061505832448
1996-04-30,-15.906680805938494
1996-05-31,-14.422057264050897
1996-06-30,-11.77094379639448
1996-07-31,-12.51325556733828
1996-08-31,-15.164369034994696
1996-09-30,-12.725344644750788
1996-10-31,-16.01272534464475
1996-11-30,-19.194061505832448
1996-12-31,-19.406150583244962
1997-01-31,-17.073170731707314
1997-02-28,-18.875927889713672
1997-03-31,-16.224814422057257
1997-04-30,-13.679745493107095
1997-05-31,-15.800636267232232
1997-06-30,-18.451749734888647
1997-07-31,-20.466595970307527
1997-08-31,-20.678685047720037
1997-09-30,-21.208907741251327
1997-10-31,-22.693531283138917
1997-11-30,-23.541887592788967
1997-12-31,-24.708377518557796
1998-01-31,-25.87486744432661
1998-02-28,-25.344644750795332
1998-03-31,-24.390243902439025
1998-04-30,-24.28419936373277
1998-05-31,-24.28419936373277
1998-06-30,-25.768822905620357
1998-07-31,-26.29904559915164
1998-08-31,-26.617179215270415
1998-09-30,-28.738069989395548
1998-10-31,-28.844114528101798
1998-11-30,-27.147401908801694
1998-12-31,-28.738069989395548
1999-01-31,-27.995758218451748
1999-02-28,-27.78366914103924
1999-03-31,-25.344644750795332
1999-04-30,-26.617179215270415
1999-05-31,-24.178154825026503
1999-06-30,-19.936373276776244
1999-07-31,-19.088016967126194
1999-08-31,-15.800636267232232
1999-09-30,-17.073170731707314
1999-10-31,-16.755037115588546
1999-11-30,-17.921527041357365
1999-12-31,-16.118769883351003
2000-01-31,-12.937433722163297
2000-02-29,-11.664899257688226
2000-03-31,-12.619300106044534
2000-04-30,-13.573700954400842
2000-05-31,-9.650053022269354
2000-06-30,-12.089077412513262
2000-07-31,-13.573700954400842
2000-08-31,-14.846235418875933
2000-09-30,-16.118769883351003
2000-10-31,-17.28525980911983
2000-11-30,-17.81548250265111
2000-12-31,-21.73913043478261
2001-01-31,-25.45068928950159
2001-02-28,-25.23860021208908
2001-03-31,-26.29904559915164
2001-04-30,-24.920466595970307
2001-05-31,-24.178154825026503
2001-06-30,-24.07211028632025
2001-07-31,-24.390243902439025
2001-08-31,-26.29904559915164
2001-09-30,-27.677624602332973
2001-10-31,-29.798515376458106
2001-11-30,-29.374337221633084
2001-12-31,-25.02651113467656
2002-01-31,-25.768822905620357
2002-02-28,-26.935312831389187
2002-03-31,-25.6627783669141
2002-04-30,-25.87486744432661
2002-05-31,-27.78366914103924
2002-06-30,-29.480381760339334
2002-07-31,-31.177094379639442
2002-08-31,-33.29798515376458
2002-09-30,-35.418875927889715
2002-10-31,-35.206786850477194
2002-11-30,-35.63096500530222
2002-12-31,-35.843054082714744
2003-01-31,-37.22163308589608
2003-02-28,-38.06998939554613
2003-03-31,-39.02439024390244
2003-04-30,-38.3881230116649
2003-05-31,-41.88759278897136
2003-06-30,-44.538706256627776
2003-07-31,-40.29692470837752
2003-08-31,-33.61611876988335
2003-09-30,-34.782608695652165
2003-10-31,-36.9034994697773
2003-11-30,-37.11558854718982
2003-12-31,-37.6458112407211
2004-01-31,-39.13043478260869
2004-02-29,-40.19088016967126
2004-03-31,-42.20572640509013
2004-04-30,-38.17603393425239
2004-05-31,-33.51007423117709
2004-06-30,-33.29798515376458
2004-07-31,-35.73700954400849
2004-08-31,-37.75185577942736
2004-09-30,-39.02439024390244
2004-10-31,-39.34252386002121
2004-11-30,-39.236479321314945
2004-12-31,-39.02439024390244
2005-01-31,-39.44856839872746
2005-02-28,-40.29692470837752
2005-03-31,-37.11558854718982
2005-04-30,-37.85790031813361
2005-05-31,-39.34252386002121
2005-06-30,-40.827147401908796
2005-07-31,-39.55461293743372
2005-08-31,-38.28207847295864
2005-09-30,-38.812301166489924
2005-10-31,-35.63096500530222
2005-11-30,-32.87380699893955
2005-12-31,-33.51007423117709
2006-01-31,-34.782608695652165
2006-02-28,-33.7221633085896
2006-03-31,-32.97985153764581
2006-04-30,-30.965005302226935
2006-05-31,-30.010604453870627
2006-06-30,-29.162248144220577
2006-07-31,-28.31389183457052
2006-08-31,-30.85896076352068
2006-09-30,-32.13149522799576
2006-10-31,-32.55567338282078
2006-11-30,-33.82820784729586
2006-12-31,-34.88865323435843
2007-01-31,-34.04029692470838
2007-02-28,-33.29798515376458
2007-03-31,-34.676564156945915
2007-04-30,-34.46447507953341
2007-05-31,-33.61611876988335
2007-06-30,-29.374337221633084
2007-07-31,-28.950159066808055
2007-08-31,-30.32873806998939
2007-09-30,-32.34358430540827
2007-10-31,-32.34358430540827
2007-11-30,-34.14634146341463
2007-12-31,-35.31283138918346
2008-01-31,-38.91834570519618
2008-02-29,-37.22163308589608
2008-03-31,-36.691410392364794
2008-04-30,-37.22163308589608
2008-05-31,-35.949098621420994
2008-06-30,-32.97985153764581
2008-07-31,-31.81336161187699
2008-08-31,-31.2831389183457
2008-09-30,-35.949098621420994
2008-10-31,-34.252386002120886
2008-11-30,-35.418875927889715
2008-12-31,-43.47826086956522
2009-01-31,-46.34146341463415
2009-02-28,-45.59915164369035
2009-03-31,-46.977730646871684
2009-04-30,-48.992576882290564
2009-05-31,-48.46235418875927
2009-06-30,-42.52386002120891
2009-07-31,-44.64475079533404
2009-08-31,-44.962884411452805
2009-09-30,-46.34146341463415
2009-10-31,-47.50795334040296
2009-11-30,-48.25026511134676
2009-12-31,-47.720042417815485
2010-01-31,-46.65959703075291
2010-02-28,-47.083775185577935
2010-03-31,-47.295864262990456
2010-04-30,-45.91728525980912
2010-05-31,-48.14422057264051
2010-06-30,-49.73488865323436
2010-07-31,-51.64369034994698
2010-08-31,-53.022269353128316
2010-09-30,-53.87062566277837
2010-10-31,-55.143160127253445
2010-11-30,-54.40084835630965
2010-12-31,-50.05302226935313
2011-01-31,-49.52279957582185
2011-02-28,-47.50795334040296
2011-03-31,-48.67444326617179
2011-04-30,-48.67444326617179
2011-05-31,-50.79533404029692
2011-06-30,-52.17391304347826
2011-07-31,-51.74973488865323
2011-08-31,-54.71898197242842
2011-09-30,-56.41569459172852
2011-10-31,-56.839872746553546
2011-11-30,-57.688229056203596
2011-12-31,-58.006362672322375
2012-01-31,-58.430540827147404
2012-02-29,-58.74867444326617
2012-03-31,-58.112407211028625
2012-04-30,-58.536585365853654
2012-05-31,-59.70307529162249
2012-06-30,-60.97560975609756
2012-07-31,-62.3541887592789
2012-08-31,-61.82396606574761
2012-09-30,-62.88441145281018
2012-10-31,-64.15694591728526
2012-11-30,-64.47507953340403
2012-12-31,-64.47507953340403
2013-01-31,-63.83881230116649
2013-02-28,-62.56627783669142
2013-03-31,-62.142099681866384
2013-04-30,-63.41463414634146
2013-05-31,-62.460233297985155
2013-06-30,-56.839872746553546
2013-07-31,-53.658536585365844
2013-08-31,-52.70413573700954
2013-09-30,-52.38600212089077
2013-10-31,-55.567338282078474
2013-11-30,-54.82502651113468
2013-12-31,-52.70413573700954
2014-01-31,-53.022269353128316
2014-02-28,-54.40084835630965
2014-03-31,-53.97667020148462
2014-04-30,-53.97667020148462
2014-05-31,-55.567338282078474
2014-06-30,-55.88547189819724
2014-07-31,-56.20360551431601
2014-08-31,-56.30965005302227
2014-09-30,-55.88547189819724
2014-10-31,-57.15800636267232
2014-11-30,-57.582184517497346
2014-12-31,-59.06680805938495
2015-01-31,-60.6574761399788
2015-02-28,-60.6574761399788
2015-03-31,-60.021208907741254
2015-04-30,-61.08165429480382
2015-05-31,-59.27889713679746
2015-06-30,-57.79427359490986
2015-07-31,-57.05196182396607
2015-08-31,-58.536585365853654
2015-09-30,-58.74867444326617
2015-10-31,-59.70307529162249
2015-11-30,-58.21845174973489
2015-12-31,-58.006362672322375
2016-01-31,-58.96076352067868
2016-02-29,-61.187698833510076
2016-03-31,-60.86956521739131
2016-04-30,-61.71792152704136
2016-05-31,-61.82396606574761
2016-06-30,-62.142099681866384
2016-07-31,-63.52067868504773
2016-08-31,-63.52067868504773
2016-09-30,-63.3085896076352
